tweets,type,class
لا شقاء لمن أستغفر الله العظيم الذي لا إله إلا هو الحي القيوم وأتوب إليه,positive,standard
 صافي واخا,positive,dialectal
 كيقولو سال المجرب و سال الطبيب,neutral,dialectal
الى طلبتيها طلبها نيت كبيرة الله يرزقنا الصحة و السلامة,positive,dialectal
يهديهم الله و يشوفو من حالنا ,positive,dialectal
الحرب الباردة ما زالت مستمرة ,negative,standard
 جس النبض و لكن كيبان لي لا مجال للمقارنة,neutral,dialectal
 اغتنم الفرصة ,positive,standard
 عندك الحق ,positive,dialectal
اش تتمناي ,neutral,dialectal
 لا راه غ بالضحك ما قادين على حرب ,positive,dialectal
بصح و الله,positive,dialectal
اللهم آمين,positive,standard
صلوات ربي و سلامه عليه,neutral,standard
 انا اصلا غ من المتفرجين النتيجة اللي كانت مرحبا ,neutral,dialectal
في ماليزيا قامت كل زوجة بتزويج زوجها بزوجة ثانية تعبيرا عن حبها له وقد تم ذلك بحفل جماعي راقي تناقلته وسائل الاعلام الله يهدي زوجاتنا لعمل خيري كهذا وانهم ان شاء الله لمهتدون وانا لهذا اليوم لمنتظرون,positive,standard
قال تعالى والله يختص برحمته من يشاء والله ذو الفضل العظيم اسأل الله العظيم رب العرش العظيم ان يختصكم ووالديكم واهلكم وذريتكم ومن تحبون برحمته وان يجعل لكم من كل هم فرجا ومن كل ضيق مخرجا ومن كل بلاء عافيه وان يرزقكم من حيث لا تحتسبون,neutral,standard
و هل للمخلوق شأن في خلقه,neutral,standard
و عليكم السلام ورحمة الله تعالى و بركاته صباح الورد,positive,standard
إن الله وملائكته يصلون على النبي يا أيها الذين آمنوا صلوا عليه وسلموا تسليما ,neutral,standard
هناك ولاء لللاعب اكثر من النادي,neutral,standard
أن الله جل جلاله قال لعباده لا تقنطوا وقال يعقوب لأولاده لا تيأسوا وقال يوسف لأخيه لا تبتئس وقال شعيب لموسى لا تخف وقال نبينا صل الله عليه و سلم لأبي بكر لا تحزن نشر الطمأنينة في النفوس في ساعات القلق منهج إلهي نبوي أسعد الله أوقاتكم بكل خير,mixed,standard
مرت مريم بنت عمران بموقف عصيب، و مع ذلك قيل لها كلي و اشربي و قري عينا عش حياتك و لا ترهق نفسك بالتفكير فالله عنده حسن التدبير,positive,standard
الله يصلح احوال الامة,positive,standard
كل هم و لو يطول يزول كل وهم و لو يطول يزول ,positive,standard
و سوى الروم فوق ارضك روم فعلى اي جانبيك تميل ماتت الروم لما كنا خيولا و كبونا فقامت إسرائيل و تحتسي قدسنا الدماء احتساء و ترتوي الأرض لما تصفو العقول ,neutral,standard
امين,positive,standard
 في ذكرى استقلال الذي يصادف يوليوز الله يرحم شهداء جيش التحرير ,positive,standard
آميين و جميع امهات المسلمين و ارحم الموتى منهم,positive,standard
دبا التلميذ العام كامل و هو مضارب باش يجيب النقطة و ينجح و فالاخر تقول له مادرتي والو راك هرستي له الجهد ديال عام كامل خاص نبقاو نحفزو تلاميذنا و خاص يكون عندنا تفكير اصلاحي,mixed,dialectal
آميين,neutral,standard
إن قناة قرصنة تدعى قد وزعت بشكل غير شرعي المباريات الإفتتاحية لكأس العالم في منطقة الشرق الأوسط وشمال أفريقا و تبحت عن جميع الخيارات لوقف انتهاك حقوقها بما في ذلك الإجراءات المتخدة ضد المنظمات الشرعية التي ترى أنها تدعم مثل هذه الأنشطة الغير قانونية اللي ماقراها اليوم,neutral,standard
في بعض البلدان لا يعتمدون مبدأ الرسوب في الابتدائي و في بلدان أخرى يحتفلون بالراسب كما الناجح و يحفزونه لتصحيح مساره في بلدي الطفل اذا لم ينجح يتم تحقيره من طرف المحيطين به دون مراعاة لمشاعره فالاباء يعتبرونه فضيحة لهم علما ان سبب فشله يقدر يكون من جوانب أخرى,mixed,dialectal
المشكلة انهم يستقدمون مغنيين من الغرب باموال باهضة و ابناء الشعب في حاجة ماسة الى الصحة و التعليم وووو كما قلت الله يهدي ما خلق,negative,standard
هذا حتى هو كيتقام كل سنة فاكادير و هناك دعوة لمقاطعته من قبل ابناء المنطقة,neutral,dialectal
 دمت طيبة,positive,standard
مهرجان يقام كل سنة يستقدمون فيه مجموعة من الفنانين لإقام سهرات الرقص على انغام معاناة الفقرء,negative,standard
الى حضر المال غاب المبدأ و تسدو العينين ,negative,dialectal
حنا مالين الخير نجمعو الناس على الخير ,positive,dialectal
المهم واخا هادشي كامل انا غنشهد لعل و عسى يصدق ,neutral,dialectal
ما العيب في ان كل واحد يكون علاقات مع ابناءه بحال هكذا رغم العدوانية تبقى المحبة غالبة,mixed,standard
معك حق اما حنا تشتتنا حتى ما بقا فينا ما يصلح,negative,dialectal
دبا راه كاينين ناس في الواقع واخدين الزواج على اساس يقدر يصدق او مايصدقش لا اعمم طبعا و لكن فما بالك بشي حاجة اللي مبنية على المظاهر و الخداع لانه باش تحكم على ذكر او انثى من حساب او تعليق او او او قلة ما يدار هدك ,neutral,dialectal
وخصوصا هاد شعب بنو الاصفر خداو التربية و الاخلاق في المقام الاول و عطاو عناية من الصغر لهذل نجد ابناءهم يتفوقون في كل شيء,positive,dialectal
عاد مهرجان تيميتار بأكادير في دورته لدهس المبادئ و مسخ الأخلاق وقتل الأعراف و إحراق الأموال ، فقاطعوه لله بقلوبكم و قوالبكم,negative,standard
آخر ما كاين في السوق الزواج عبر الخاص عش رجبا ترى عجبا من ورا هادشي كامل اللي بغاني نشهد له زرقلاف ,neutral,dialectal
و هذا من علامات تأثير الصلاة عليه الصلاة تأمرنا بان نتحلى باخلاق رفيعة و نتحلى بالاحترام و كف الأذى و الا فانها مجرد عادة اكتسبها المرء,positive,standard
بالفعل أخلاق ديننا قبل اخلاقهم لكننا تعودنا على التقليد الاعمى للغرب نقلدهم في كل شيء لعل و عسى نقلدهم في اخلاقهم,mixed,standard
تعلموا الاخلاق من اليابانيين,positive,standard
 ,positive,dialectal
جنة فوق الارض,positive,standard
اسعد الله يومكم بكل خير,positive,standard
اسعد الله يومكم بكل خير,positive,standard
صباح الورد ,positive,standard
لا يشغلني من أساء إلي فلست أجاريه إنما يشغلني من أحسن إلي كيف أجازيه أسعد الله يومكم بكل خير ,positive,standard
اميين,neutral,standard
هده هي الحقيقة للاسف,negative,standard
و حفظك الرحمان,positive,standard
للعلم نتكلم عن حالة واقعية,neutral,standard
شيء مخزي و محزن,negative,standard
هي دافعت عن شرفها و كانت النتيجة موت الضحية,negative,standard
و عليكم يا رب,neutral,standard
من حقها ان تدافع عن شرفها لكن القانون يتعامل بالدليل,neutral,standard
نعم,positive,standard
هل يتساوى الشرف مع الروح إدا كان الجواب نعم فالسيدة الجانية فعلت ما يجب أن يفعل,neutral,standard
بالتوفيق و ان شاء الله تحدو حدو مواطنك أزارو تهلاو لينا فيه يا شعب الزمالك,positive,dialectal
و الاشكال ان شبابنا يستعملون سلبياتها اكثر من الايجابيات وجب الحيطة و الحذر,mixed,standard
بوركتم ,positive,standard
إذا ملأت عقلك بصغائر الأمور فلن يبقى مكان لكبارها، فالعقل كالحقل إن لم تتعاهده بالنباتات الجيده نمت فيه حشائش ضاره ,neutral,standard
لكن هل المغرب لا يصدر منتوجاته للكيان ,neutral,standard
آمين,positive,standard
تحياتي تحياتي و نهرا من سلاماتي لمن في القلب مسكنها و تحيا ضمن آهاتي و يحكي عشقها شعري و نبضي قال رأفات ,positive,standard
بخير و لله الحمد دمت طيبة ,positive,standard
 بصح كما كاين اللي يفرح كاين اللي يقلق فصبر جميل,positive,standard
اه بصح صعيب بزاف ,negative,dialectal
اسعد الله يومكم بكل خير,positive,standard
جميلة ,positive,standard
الشيطان يأتي في أشكال كثيرة بما في ذلك الفخر,negative,standard
في ميزان حسناتك ,positive,standard
وجهة نظر ولكن ميزته انك انت اللي تختاري واش تحبي ماشي مفروض عليك كما كاين الخايب كاين الزين فعلا اغلب ما يجول سب و شتم و قذف ولكن هده مجرد ريح عابرة ستزول مع نهاية المونديال المهم الواحد ما يتسرع يمكن غ ترتاحي الى غبت مدة من ا,mixed,dialectal
صدقت ,positive,standard
اش غ تستافدي من وراها او بالاحرى علاش غ تغادري,neutral,dialectal
الراس بزاف د الافكار يدورو فيه لكن الوقت و عدم الاهتمام يقتل تلك الافكار,negative,dialectal
تبقى مجرد نوايا لا تلقي لها بالا,negative,standard
 هذا ما عطا الله,neutral,dialectal
مساء الانوار بروح رياضية,positive,standard
المشكل اللي عندكم كان عندنا في المغرب قبل ان يحل الاتحاد بأكمله و لكن خاليو لينا المدرب راه باغينو للقدام تقبلي مروري ,mixed,dialectal
حجي عندو خلاف شخصي و يقدر يتحل كما كان مع زياش,neutral,dialectal
آمين,positive,standard
فنظري هادوك ماشي شروط تعجيزية و لامبالغ فيها بالعكس هو باغي يخدم و خاثو يخدم مرتاح نهار تكون شي حاجة اللي مبالغ فيها فالباب وسع من كتافو و يجي ما حسن منو اما الان فهو الانسب,neutral,dialectal
تماما و الله خاصها تطبق حتى ف البيوت لان التكنولوجيا اصبحت سلبياتها تهدد مجتمعنا,neutral,dialectal
أغلب المنتخبات اللي قدمت مستويات كبيرة فالمونديال كنلقاو عندها مدرب دوز معاها فترة طويلة و تأقلمو معاه اللاعابة و المحيطين بالمنتخب لهذا نطالب الجامعة بالعمل على ابقاء كمدرب لكتيبة الاسود حتى انتهاء عقده مع الاسود,neutral,dialectal
الإخوان هاد الصحيفتان تعملان على إفشال المقاطعة و همهم مصلحتهم لهذا هناك دعوة من كل المغاربة لإلغاء الاشتراك و الإعجاب بهم,neutral,standard
الله يهديه يبقى معانا و يخلوه يخدم,positive,dialectal
 الله يعطيك الصحة والعافية ,positive,standard
الشياطين تستعين بالاسود لتعطيل الحواسيب,neutral,standard
أخلاق و روح رياضية,positive,standard
الحمد لله بخير تشكراتي ,positive,standard
راه يرشحوهم للفوز باللقب و لكن عندهم البرازيل فالدور القادم تما يبينو لينا حنة اديهم,neutral,dialectal
 تبقى بصمة الدم المغربي حاضرة في المونديال بهدف ناصر الشادلي,positive,standard
و لله الحمد,positive,standard
و لله الحمد و المنة,positive,standard
حتى انا خليتهم متعادلين و لكن ملي رجعت قالو لي باللي بلجيكا ربحات,neutral,dialectal
تغريدة للإطمئنان هل أنتم بخير,positive,standard
وفي ظلكم سيادة الرئيس أخبرنا عن حال القضاء,neutral,standard
مبروك الهدف,positive,standard
 معرفتش,neutral,dialectal
آمييين و الله يديمها نعمة,positive,standard
للأم ان تفخر إن كانت تحت أيديها جوهرة كما في الصورة,positive,standard
تحريك عجلة الاقتصاد هذا ان كانت لاقتصادنا عجلة,neutral,standard
صوت يعدل المزاج,positive,standard
واش ها التعليق يا عم يوسف مبدع,positive,dialectal
هل جربت دلك الإحساس تكون كتاكل و تفكر شي حد ولا شي هضرة و توحل لك و تسد لك الشهية,negative,dialectal
هذا ما يراه الناس علينا للاسف,negative,standard
بمجرد شفت التغريدة جاني الضحك تدوم الضحكة ان شاء الله,positive,standard
مفهوم الشرف والعار يسيطر على مفهوم الثقة في مجالات واسعة من الحياة العربية العرب مورست عليهم العنصرية، ومع هذا فقد شعرت عميقا أنهم يمارسونها ضد بعضهم البعض,negative,standard
حين يدمر العرب الممتلكات العامة، فهم يعتقدون أنهم يدمرون ممتلكات الحكومة، لا ممتلكاتهم و لازال العرب يستخدمون القمع والتهديد والضرب خلال التعليم، ويسألون متى بدأ القمع أستغرب لماذا تستعمل كلمة ديمقراطية كثيرا في العالم العربي ,negative,standard
أبرز ما تناوله الكتاب المجتمع العربي عامة ليس عنده استعداد ليربي المواهب ويقويها السجناء السياسيون في البلاد العربية ضحوا من أجل الشعب، ولكن الشعب نفسه يضحي بأولئك الشجعان انعدام حس المسؤولية طاغ في مجتمعاتهم ,neutral,standard
بالفعل هذا الشبل من داك الاسد تفاعل مع صدات ابنه و كأنه هو اللي يتصدى حزنت لخروج شمايكل,mixed,standard
اما في الحياة العامة فهو يتصرف وفق قدراته وميزاته ونوع عمله وهذان الوجهان المتناقضان غالبا ينتج عنهما اشكال لا حصر لها من الرياء والخداع و القمع على العرب أن يفهموا التجربة اليابانية، فسيطرة العسكر على الشعب هي سبب دخول البلاد في حروب مجنونة ,neutral,standard
اول ما اكتشفت في المجتمع العربي هو غياب العدالة الاجتماعية وهذا يعني غياب المبدأ الاساسي الذي يعتمد عليه الناس مما يؤدي الى الفوضى الرجل العربي له قيمتان واحدة في البيت واخرى في الحياة العامة الرجل العربي في البيت يلح على تعظيم نفسه ورفع قيمتها,neutral,standard
الدين أهم ما يتم تعليمه، لكنه لم يمنع الفساد وتدني قيمة الاحترام مشكلة العرب أنهم يعتقدون أن الدين أعطاهم كل العلم عرفت شخصا لمدة عشرين عاما، ولم يكن يقرأ الا القرآن بقي هو ذاته، ولم يتغير لكي نفهم سلوك الانسان العربي العادي، علينا أن ننتبه دوما,neutral,standard
اهم ما جاء في الكتاب العرب متدينون جدا، وفاسدون جدا الحكومة لا تعامل الناس بجدية، بل تسخر منهم وتضحك عليهم في مجتمع كمجتمعنا المجتمع الياباني نضيف حقائق جديدة، بينما يكتفي العربي باستعادة الحقائق التي اكتشفها في الماضي البعيد ,neutral,standard
بروفيسور نوبواكي نوتوهارا كاتب و مترجم و أستاذ جامعي ياباني، درس الأدب العربي في جامعة طوكيو ثم مدرسا فيها للادب العربي المعاصر عايش العرب حوالي عاما كتب كتاب العرب من وجهة نظر يابانية يتحدث عن انطباعاته عن العرب و التي تلخص الواقع العربي,neutral,standard
اميين,neutral,standard
صحيح التفرقة و ربما تهدد حتى المسار التربوي و الدراسي ديال الاولاد الى كان اباءهم في غفلة عن ما يقع و هذا بحد ذاته تهديد و افساد للمجتمع,negative,standard
فعلا بين الفينة و الاخرى و في المنازل ايضاا,neutral,standard
معك حق العنصرية والتكبر سبب شتات الامة,negative,standard
و الله ما اعرف قصده لكن الاحترام واجب علي و عليه للمقدسات,positive,standard
لا والو للاسف,negative,dialectal
 تستحق نطبقوها حتى ف البيت,positive,dialectal
قمة الغرور و التكبر و الجهل انا علقت عليها استهزاءا بما فيها من انتقاص للمكان و المسلمين,negative,standard
 كلشي فرح ملي خرجو حيت عصبونا فالماتش مع المغرب,mixed,dialectal
العبقرية ما لها حدوود ,positive,dialectal
خرجوا للتنزه ، فجمعوا كل الهواتف و وضعوها بعيدا عنهم فكرة رائعة ملاحظة صاحب الفكرة هو صاحب الهاتف الأزرق منقول,positive,standard
امين,neutral,standard
لن تكون هناك مفاجئات و لا اي شيء آخر البطل سيكون البرازيل ,neutral,standard
كرواتيا تبقى افضل منتخب لحد الان ف المونديال و العديد يرشحونهم للفوز باللقب,positive,standard
لا فرنسا ستلعب مع الاوروغواي و روسيا مع الفائز في مباراة الليلة بين الكروات و الفايكينغز ,neutral,standard
قصدي مدرب آخر غير هييرو مثلا اللي أهلهم لوبيتيغي كان يتصرف احسن خصوصا في الهجوم بخصوص روسيا ساعدهم جمهورهم كثيرا على اي كانت ستكون مواجهة اسبانيا كرواتيا احسن من روسيا كرواتيا هذا ان تأهلت كرواتيا طبعا ,mixed,standard
و الله من بين الاماكن الجميلة و التي تستحق العناية و الاهتمام ناسها بسطاء لكن يعانون التهميش هم أولى بمخطط و مناطق أخرى لكن,positive,standard
يمكن مدرب آخر مع الاسبان يمرون للدور المقبل مع اني لا اريد لهم ان يتأهلو,negative,standard
لعنة الڤار,negative,standard
نابغة ,positive,standard
انها الحضارة الزائفة,negative,standard
الله يهدي ما خلق ,positive,standard
ولعل مصطلح أوحاه الشيطان للناس حتى لايدعوا للأموات بالرحمة والغفران اللذين هم شديدوا الحاجة لهما,negative,standard
شعب تغلب عليه المصلحة الشخصية,negative,standard
شفت بعض المحسوبين على الرجال كيف تداول صورة لك بسخرية و انتقاص وو احييك اولا كونك مسلمة وتفتخرين بحجابك و كذلك لتجاهلك اياهم فجواب السفيه انت تعلمينه واصلي حياتك حتى حد معندو دخل فالصورة اللي خلقنا بها الله يهدي ما خلق,mixed,standard
حتى انا قلت اللي يجول في خاطري و نتمنى ما يكون شي سوء فهم,neutral,dialectal
الغالب الله ماعندي ماندير ليك اودي امارادونا مرضتونا,negative,dialectal
كل حر في قراراته و اختياراته,positive,standard
اللهم آمين,positive,standard
اصلا الدراجي ملي بدا الماتش و هو يقول خروج اسبانيا عطاهم الفال وخا عندهم ماتش ساهل,positive,dialectal
الحاجة اللي فيها افادة و غ يستافد منها الغير فلا بأس بذلك,positive,dialectal
خرجو فيهم دعاوي المغاربة ,positive,dialectal
الى شفنا الجوهر د هاد الشروط غ نلقاوها كلها تهم و في مصلحة المنتخب و الاستمرارية كتبغي الهدوء و التركيز على العمل و اي واحد غ يخلق البلبلة الباب وسع من كتافو ما فينا اللي يبدا عاود من جديد ارا مدرب قلب على اللاعبين,neutral,dialectal
الارجنتين اخويا معندهاش تشكيلة بجودة عالية خاطيني من هادوك الربعة اللي عندها ف الهجوم عطيني وسط سوبر اريير دروا سوبر اريير گوش سوبر مكاينش,neutral,dialectal
تم تصنيف النشيد الوطني للمغرب ⁩في الرتبة ضمن أحسن للمنتخبات في ترتيب الخمسة الأوائل فرنسا كولمبيا المكسيك البرازيل,positive,standard
لنفرض جاب ايكاردي و لعبو و دخل ديبالا رسمي و حط ميسي فالاحتياط او ماجابوش گاع واش فنظرك هاد المنتخب قادر يدير شي حاجة انا فنظري افشل منتخب هو هذا لا وسط زين يتحكم فالكورة و يعطي پاسات ولا اظهرة تصونتري كواري نكونو واقعيين منتخب,negative,dialectal
و رؤيتهم سعداء و مبتسمين يحولون قساوة الحياة و مرارتها فرح و ابتهاج,positive,standard
رسميا إقالة خورخي سامباولي من تدريب منتخب كما كان متوقعا,neutral,standard
الارجنتين لها منتخب فاشل و لا تتوفر على لاعبة بجودة عالية باستثناء الهجوم و هو غير كافي لا وسط و لا اجنحة و لا دفاع بعكس الالمان يتوفرون على منتخب مكتمل و خانهم الحظ تارة و اختيارات المدرب تارة اخرى,negative,standard
حتى لو استعمل ديبالا و هيجواين و ايكاردي الارجنتين وسط ميدانها ضعيف و اظهرة ضعيفة الهجوم ماشي هو كل شيء فرنسا تلعب لعب جماعي و الكل يساعد هجوما و دفاعا,mixed,dialectal
رب اشرح لي صدري و يسر لي أمري و احلل عقدة من لساني يفقه قولي,neutral,standard
الله ياخد الحق ف اللي كان حيلة و سباب ف هاد التفرقة,negative,dialectal
الارجنتين منتخب فاشل مدرب فاشل جمهور رائع,mixed,standard
فرنسا تفعل بنا ما تشاء للاسف,negative,standard
بلدان شمال افريقيا كلهم يعانون من هذا المشكل الشعب يعاني من التهميش و الفقر و الجهل و غياب ابسط وسائل العيش الكريم وتجد المسؤولين يخرجون علينا بانشاء مدينة كذا و تنظيم كذا و كذا يا سيدي براك علينا من النفاق اهتمو بنا الشعب بحاجة لعيش كريم بحاجة لتعليم جيد لصحة جيدة تعبنا,negative,dialectal
اللهجة سبحان الله بحال بحال رغم بعض الكلمات اللي موجودة حتى ف اللهجة ديالنا نلقاو بعض الكلمات اللي فيها صعوبات رغم ذلك فرقونا و شتتونا و جعلونا نكرهو بعضنا البعض,negative,dialectal
 هل أنت حي أو ميت قال رسول الله صلى الله عليه وسلم مثل الذي يذكر ربه والذي لا يذكر ربه مثل الحي والميت رواه البخاري سبحان الله الحمد لله لا إله إلا الله الله أكبر لا حول و لا قوة إلا بالله,neutral,standard
سلام على الدنيا إذا لم يكن بها صديق صدوق صادق الوعد منصفا,neutral,standard
امين,positive,standard
صح ,positive,dialectal
القناعة كنز و اهم شيء الاخلاق و المبادئ و كيفية تمريرها للابناء ليرثوها و يورثوها,positive,standard
 يبدو انني لم اصل لدرجة استعاب ما يصنعون و يبقى الرسم من بين الاشياء القليلة التي لا اولي لها اهتمام كبير,negative,standard
بعض المرات عندما ارى لوحة لرسام اطيل النظر اليها حتى ان لم استوعب شيئا اقول انه يخربق لا اقل و لا اكثر مجرد دمج للالوان اي احد يستطيع فعلها ,negative,dialectal
صدقت الوالدين نعمة لا يحس بها الا من فقدهم و خاب من ادركهم ولم يفز برضاهم و رضا خالقه و قل رب ارحمهما كما ربياني صغيرا,neutral,standard
فلا تعتقد أنك بقطع رزق مخلوق أو التضييق عليه يتسع رزقك ويطيب عيشك كما تشاء فالأرزاق قسمها الله بحكمة وتكفي للجميع ولعل من قطعت رزقه وقوته كان يدفع عنك الكثير من الشرور العظيمة وأنت لا تعلم سبحان من خلق هذا الكون بتوازن يذهل العقول,neutral,standard
الذي كانت تأكله طيور الدوري بشكل مأساوي في جميع أنحاء البلاد قاضيا على المحاصيل فكان ذلك أحد الأسباب الرئيسية لمجاعة الصين الكبرى عام والتي تسببت بوفاة خمسة عشر مليون إنسان بالجوع ,neutral,standard
في عام أمر الزعيم الصيني شعبه بقتل جميع أنواع طيور الدوري لأنها تأكل المحاصيل وتقلل من الإنتاج الزراعي وبالفعل بدأ الفلاحون يقتلون عشرات الآلاف من طيور الدوري وكان كل من يقتل أكبر عدد يتلقى جوائز ومكافآت ويعامل معاملة الأبطال الوطنيين لكن انتشر لاحقا الجراد ,neutral,standard
عندما تجد الأب فقيرا ويربي ابنائه احسن تربية فإنه يستحق ان نفتخر به كل الاحترام و التقدير,positive,standard
و له في الدنيا دين سيرد له,positive,standard
جاور من يؤمنون بوجودك ويعطونك قيمتك ويرفعون من قدرك ويختلقون ألف سبب للحديث معك من يغزلون خيوط الود من أجلك ويفتحون في روحك نوافذ من نور من يقولون لك أنت تستطيع وأن في وسعك أن تضيء‌ العالم يكفي أن يؤمن بنورك شخص واحد حتى تسطع كالشمس,positive,standard
في سؤال لأحد المفكرين الغربيين حول اول اجراء يجب ان تتخذه الدول المستقلة حديثا اجاب دونما تفكير يجب عليها ان تعين محاسبا آمنت دوما بعمق هاته الفكرة، الفساد سوسة تنخر أسس الاوطان، لكن البارحة غيرت الفكرة جدريا، اول ما يجب تعيينه هو عادل,neutral,standard
العودة ستكون بإذن الله لكن هل ستكون لنا بصمة فيها,neutral,standard
العصا والسيف فالأولى رمز للعدل والثانية رمز للظلم والتعزير مقدم على الحد فكم من حقوق حفظت بدرة عمر بن الخطاب وأخرى ضاعت بسيف الحجاج,mixed,standard
يقول الشاعر النفس تجزع أن تكون فقيرة والفقر خير من غنى يطغيها ألخ,neutral,standard
معك حق ما دامت الاستفادة حاضرة غاب التفكير في المغادرة,positive,standard
المشكلة اننا في زمن حتى حد ما باغي يقدم و النصيحة و حتى الى قدمتها تقابل بالاعراض و اللامبالاة,negative,dialectal
الواحد يرد البال خصوصا ف هاد الوقت اللي الكل باغي غير الفضيحة لخوه هاد التكنولوجيا الى طاحت فأيدي ضعاف النفوس ستخرب المجتمع الله يحد البأس,negative,dialectal
اتمنى ان اكون عند حسن ظن الجميع ,positive,standard
صلوات ربي و سلامه عليه,neutral,standard
امين,positive,standard
و نعم بالله,positive,standard
و اخيرا نحن فقط نضع احتمالات لما نراه ,neutral,standard
اتفق معك في مسألة امية لغيرك لهذا الانسان خاصو ديما يشوف اللي اقل منو,neutral,dialectal
هذا كله كلام جميل و يشجع على تحدي الصعاب لكن الم تسمعي يوما بلا راحة في الدنيا اتريدينني ان اتظاهر بانني اعيش في رغد و انا قدري ان اعيش مبتلي بما كتبه القدر لي,positive,standard
هذا في الحلم او في الكتب اما الواقع فيجبرك على عيش المشقات و تحدي الصعاب,negative,standard
امين,neutral,standard
ان شاء الله دمت طيبة,positive,standard
سبحان الله الايام ستبين لنا من الاجدر باللقب حتى ذلك الحين تقبلي تحياتي,positive,standard
مبروووك لنسور قرطاج على امل ان يتدارك العرب اخطاءهم مستقبلا لان هذا المستوى لا يشرف منتخبات شمال افريقيا,mixed,standard
في اوروبا غير الطاليان لا اشجع احدا المهم ساستمتع بمواجهة بلجيكا في الربع ان تأهلو لك ان تدعميني ان شئت ,mixed,dialectal
انت ما تتمنيها للبرازيل و تقولي دمت بخير عن اي خير تتكلمين من ترينه انسب,positive,dialectal
على امل ان يكون لرقاص السامبا نصيب من هذا العرس دمت طيبة,positive,standard
 يبقى الالمان هم الالمان لا مثيل لهم ,positive,standard
على فكرة نسيت ان اواسيك في خروج المانشافت من العرس الكروي هاردلك مستقبلا ,positive,standard
كل واحد حر في قناعاته فعلا يبقى مجرد كلام لكن مفعوله جيد,positive,standard
تمام اجعلي الكتاب انيسك قساوة واقعنا,positive,standard
الواقع يفرض علينا ان نكون حازمين في قراراتنا الكلام يبقى مجرد كلام مقارنة مع ما يعيشه المرء,positive,standard
الصحفي حميد المهداوي التهمة كصحفي في بلد حرية التعبير قال ما لا يجب ان يقال العقوبة ثلاث سنوات و غرامة درهم,negative,standard
و الله هاد الفكرة ما مرة جالت في ذهني لكن اقول ربما هي فترة عابرة خلاصة ما اقول لا تتسرعي في القرار ربما هي رياح عابرة,neutral,standard
مرحبا به عند كيفما كان الحال غ يكون احسن من دو سانتوس,positive,standard
قيل لاعرابيه ما هو الذل قالت وقوف الكريم في باب لئيم ثم لا يؤذن له,neutral,standard
الكل يتمنى لكن للاقدار كلام,neutral,standard
اسعد الله مساءكم بكل خير,positive,standard
و اياكم,neutral,standard
حتى نوعية التربة تساعد ,neutral,standard
تحية اجلال و تقدير لكل ما تقومون به من مجهود في سبيل ابناء هذا البلد,positive,standard
مساءكم خير و سعادة,positive,standard
بعد سنوات الرصاص أملنا كان أن تتحسن حالة البلد لكن يبدو أن حليمة عادت لعادتها القديمة,negative,standard
أصبت و الله ياليت كل عابر يعتبر,neutral,standard
علي بن أبي طالب رضي الله عنه الحكيم لا يحمل شهادة في الفلسفة خالد بن الوليد لم يتخرج من الكلية العسكرية أبو عبيدة الجراح الأمين لم يقرأ كتابا واحدا في الإدارة,neutral,standard
أبو بكر الصديق رضي الله عنه مؤدب المرتدين لم يدرس العلوم السياسية وعمر بن الخطاب رضي الله عنه هازم الإمبراطوريات لا يحمل شهادة في القانون الدولي عثمان بن عفان رضي الله عنه الثري لم يدرس الاقتصاد,neutral,standard
الواحد يدير اللي عليه و الله لا يضيع اجر من احسن عملا,positive,standard
اي مدرب مكانه سيرحل لانه بعدما حققه سيرغب في تغيير الاجواء و لاننا نحن العرب لا تستهوينا الاستمرارية و لا نحافظ عليها للاسف,negative,standard
اقرؤوا القرآن فإنه يأتي يوم القيامة شفيعا لأصحابه ونصيحة ثمينة مني لكم أكثروا من قراءة القرآن لا تجعلوا الهاتف يلهيكم عنه وعليكم بمساعدة المحتاج فإنه من فرج عن مسلم كربة فرج الله عنه كربات كثيرة في الدنيا والآخرة وأسعده سعادة لن يتوقعها أبدا,positive,standard
حقيقة مؤلمة السائل ممكن سؤال يا شيخ الشيخ تفضل السائل صف لنا حال السلف مع القرآن الشيخ نفس حالنا مع الجوال خير الكلام ما قل ودل الله المستعان,negative,standard
تحية اجلال و تقدير,positive,standard
وأما السائل فلا تنهر هو منكسر بذل السؤال فإذا ضممت إليه سوء الرد تضاعف كسره، فإن لم تحسن بالبذل فلا أقل من حسن الرد سبحان الله وبحمده سبحان الله العظيم,neutral,standard
امين,neutral,standard
أكيد سيكون له ما بعده لانه ظلم في حق هؤلاء الشباب,negative,standard
و تجدهم يهللون و يثرثرون باسم الديمقراطية و حرية التعبير كفاكم استهزاءا,negative,standard
عشرون سنة سجنا لمن علا صوته و جهر فقط بكلمة حق الرسالة بدون تشفير لكل من ستخول له نفسه الإقدام على أي خطوة كما كانت منذ ازمنة بعيدة، من طلب حقه طلب سجنه و موته العين بصيرة و اليد قصيرة يا أبناء الريف لك الله يا,negative,standard
اكبر اجحاف في حق ابناء هذا الوطن العزيز,negative,standard
الوطن ممزق,negative,standard
هادشي يبين لك مدى جبانة من يدعون تطبيق القانون و الله حتى العصا د السيمي فيها الانحياز,negative,dialectal
والله هاد المسألة بالضبط شحال من مرة كنطرق لها مع الاصدقاء علاش بالضبط القانون على شي على حساب شي لماذا,negative,dialectal
